#,VIB ID,Equipment ID,Date,Axial (mm/s),Gear (mm/s),Horizontal (mm/s),Vertical (mm/s)
5334,Vb-342.BE050-S2NDE-RMS,342.BE050,2026-02-09,2.22,,1.94,1.58
5335,Vb-342.BE050-S3DE-RMS,342.BE050,2026-02-09,1.62,,1.19,2.39
5336,Vb-342.BE050-S3NDE-RMS,342.BE050,2026-02-09,1.37,,1.26,3.05
5337,Vb-352.BE340-MDE-RMS,352.BE340,2026-02-09,2.97,,3.71,3.25
5338,Vb-352.BE340-MNDE-RMS,352.BE340,2026-02-09,2.8,,3.78,4.37
5339,Vb-352.BE340-S1NDE-RMS,352.BE340,2026-02-09,2.42,,1.38,2.18
5340,Vb-352.BE340-S2NDE-RMS,352.BE340,2026-02-09,1.91,,1.72,2.58
5341,Vb-352.BE340-S3DE-RMS,352.BE340,2026-02-09,1.69,,1.88,2.12
5342,Vb-352.BE340-S3NDE-RMS,352.BE340,2026-02-09,1.9,,2.11,3.13
5343,Vb-342.BE051-MDE-RMS,342.BE051,2026-02-09,1.67,,1.53,2.1
5344,Vb-342.BE051-MNDE-RMS,342.BE051,2026-02-09,1.76,,2.91,3.18
5345,Vb-342.BE051-S1NDE-RMS,342.BE051,2026-02-09,1.24,,1.01,1.88
5346,Vb-342.BE051-S2NDE-RMS,342.BE051,2026-02-09,0.9,,1.04,1.73
5347,Vb-342.BE051-S3DE-RMS,342.BE051,2026-02-09,1.12,,1.27,2.06
5348,Vb-342.BE051-S3NDE-RMS,342.BE051,2026-02-09,1.4,,1.48,2.28
5349,Vb-352.BE341-MDE-RMS,352.BE341,2026-02-09,2.61,,3.39,2.7
5350,Vb-352.BE341-MNDE-RMS,352.BE341,2026-02-09,3.02,,3.3,3.21
5351,Vb-352.BE341-S1NDE-RMS,352.BE341,2026-02-09,2.07,,1.93,2.14
5352,Vb-352.BE341-S2NDE-RMS,352.BE341,2026-02-09,1.94,,0.88,2.51
5353,Vb-352.BE341-S3DE-RMS,352.BE341,2026-02-09,1.47,,2.39,2.06
5354,Vb-352.BE341-S3NDE-RMS,352.BE341,2026-02-09,1.5,,1.89,1.93
5355,Vb-452.FN240-FDE-RMS,452.FN240,2026-03-31,0.35,,0.32,0.41
5356,Vb-452.FN240-FNDE-RMS,452.FN240,2026-03-31,0.37,,0.62,0.41
5357,Vb-452.FN240-MDE-RMS,452.FN240,2026-03-31,0.25,,0.42,0.35
5358,Vb-452.FN240-MNDE-RMS,452.FN240,2026-03-31,0.28,,0.42,0.29
5359,Vb-452.WI112-MDE-RMS,452.WI112,2026-04-09,4.65,,2.39,3.42
5360,Vb-452.WI112-MNDE-RMS,452.WI112,2026-04-09,0.49,,1.75,1.87
5361,Vb-452.WI112-PDE-RMS,452.WI112,2026-04-09,2.45,,5.72,8.24
5362,Vb-452.WI112-PNDE-RMS,452.WI112,2026-04-09,2.9,,1.65,2.12
5363,Vb-452.WI111-MDE-RMS,452.WI111,2026-03-24,7.41,,,
5364,Vb-452.WI111-MDE-RMS,452.WI111,2026-04-09,,,2.52,1.3
5365,Vb-452.WI111-MNDE-RMS,452.WI111,2026-03-24,2.19,,,
5366,Vb-452.WI111-MNDE-RMS,452.WI111,2026-04-09,,,1.17,2.27
5367,Vb-452.WI111-PDE-RMS,452.WI111,2026-03-24,5.11,,,
5368,Vb-452.WI111-PDE-RMS,452.WI111,2026-04-09,,,2.28,1.54
5369,Vb-452.WI111-PNDE-RMS,452.WI111,2026-03-09,2.71,,1.92,1.34
5370,Vb-342.FN315-FDE-RMS,342.FN315,2026-03-31,7.28,,10.72,5.07
5371,Vb-342.FN315-FNDE-RMS,342.FN315,2026-03-31,6.22,,12.14,6.16
5372,Vb-342.FN315-MDE-RMS,342.FN315,2026-01-25,,,4.69,4.53
5373,Vb-342.FN315-MNDE-RMS,342.FN315,2026-01-25,5.92,,,
5374,Vb-342.FN315-MNDE-RMS,342.FN315,2026-03-31,,,3.74,7.5
5375,Vb-442.CR400-CRDE-RMS,442.CR400,2026-03-29,1.59,,,
5376,Vb-442.CR400-CRDE-RMS,442.CR400,2026-04-07,,,0.83,0.82
5377,Vb-442.CR400-CRNDE-RMS,442.CR400,2026-04-07,0.71,,1.38,1.13
5378,Vb-442.CR400-MDE-RMS,442.CR400,2026-04-07,0.57,,1.42,1.22
5379,Vb-442.CR400-MNDE-RMS,442.CR400,2026-04-07,0.53,,0.72,0.57
5380,Vb-462.MD140-MDE-RMS,462.MD140,2026-04-15,1.2,,1.54,1.14
5381,Vb-462.MD140-MNDE-RMS,462.MD140,2026-04-15,1.27,,1.49,0.98
5382,Vb-462.MD140-PHSS-RMS,462.MD140,2026-04-15,0.67,,0.76,0.6
5383,Vb-462.MD140-RGT-RMS,462.MD140,2026-04-15,1.36,,1,0.7
5384,Vb-462.FN125-FDE-RMS,462.FN125,2026-04-15,2.45,,3.06,3.6
5385,Vb-462.FN125-FNDE-RMS,462.FN125,2026-04-15,2.93,,3.08,2.02
5386,Vb-462.FN125-MDE-RMS,462.FN125,2026-02-09,,,2.51,2.51
5387,Vb-462.FN125-MNDE-RMS,462.FN125,2026-02-09,10.94,,,
5388,Vb-462.FN125-MNDE-RMS,462.FN125,2026-04-15,,,2.76,3.23
5389,Vb-461.MD152-MDE-RMS,461.MD152,2026-04-15,1.28,,5.33,5.33
5390,Vb-461.MD152-MNDE-RMS,461.MD152,2026-04-15,4.15,,4.93,5.6
5391,Vb-461.MD152-S1DE-RMS,461.MD152,2026-04-15,3.23,,3.62,1.72
5392,Vb-461.MD152-S1NDE-RMS,461.MD152,2026-04-15,3.51,,3.4,1.6
5393,Vb-461.MD152-S2DE-RMS,461.MD152,2026-04-15,4.07,,3.61,2
5394,Vb-461.MD152-S2NDE-RMS,461.MD152,2026-04-15,,,2.59,
5395,Vb-332.WI210-MDE-RMS,332.WI210,2026-02-12,1.7,,4.86,3.73
5396,Vb-332.WI210-MNDE-RMS,332.WI210,2026-02-12,0.32,,1.66,0.89
5397,Vb-332.WI210-PDE-RMS,332.WI210,2026-02-12,0.85,,4.48,3.88
5398,Vb-332.WI210-PNDE-RMS,332.WI210,2026-02-12,1.31,,2.33,1.01
5399,Vb-442.FN300-FDE-RMS,442.FN300,2026-03-29,3.85,,5.79,1.15
5400,Vb-442.FN300-FNDE-RMS,442.FN300,2026-03-29,4.23,,6.05,2.82
5401,Vb-442.FN300-MDE-RMS,442.FN300,2026-03-29,4.87,,6.95,5
5402,Vb-442.FN300-MNDE-RMS,442.FN300,2026-03-29,4.63,,5.92,4.37
5403,Vb-442.FN305-FDE-RMS,442.FN305,2026-03-29,1.77,,2.74,1.02
5404,Vb-442.FN305-FNDE-RMS,442.FN305,2026-03-29,1.88,,2.52,1.09
5405,Vb-442.FN305-MDE-RMS,442.FN305,2026-03-29,2.13,,3.09,1.55
5406,Vb-442.FN305-MNDE-RMS,442.FN305,2026-03-29,1.34,,2.25,1.41
5407,Vb-442.FN310-FDE-RMS,442.FN310,2026-03-29,1.39,,2.45,0.8
5408,Vb-442.FN310-FNDE-RMS,442.FN310,2026-03-29,2.11,,3.77,2.6
5409,Vb-442.FN310-MDE-RMS,442.FN310,2026-03-29,2.42,,3.06,1.88
5410,Vb-442.FN310-MNDE-RMS,442.FN310,2026-03-29,1.77,,2.5,0.9
5411,Vb-442.FN315-FDE-RMS,442.FN315,2026-03-29,4.4,,5.72,3.45
5412,Vb-442.FN315-FNDE-RMS,442.FN315,2026-03-29,3.86,,14.45,6.24
5413,Vb-442.FN315-MDE-RMS,442.FN315,2026-03-29,4.75,,2.8,3.19
5414,Vb-442.FN315-MNDE-RMS,442.FN315,2026-03-29,5.87,,14.4,4.59
5415,Vb-442.FN325-FDE-RMS,442.FN325,2026-03-29,3.42,,1.57,1.38
5416,Vb-442.FN325-FNDE-RMS,442.FN325,2026-03-29,1.99,,4.51,3.2
5417,Vb-442.FN325-MDE-RMS,442.FN325,2026-03-29,3.7,,4.22,3.53
5418,Vb-442.FN325-MNDE-RMS,442.FN325,2026-03-29,3.73,,7.96,2.07
5419,Vb-442.FN335-FDE-RMS,442.FN335,2026-03-29,0.68,,1.83,1.32
5420,Vb-442.FN335-FNDE-RMS,442.FN335,2026-03-29,0.6,,1.24,0.89
5421,Vb-442.FN335-MDE-RMS,442.FN335,2026-03-29,1.02,,0.72,0.74
5422,Vb-442.FN335-MNDE-RMS,442.FN335,2026-03-29,0.65,,0.8,0.61
5423,Vb-442.FN340-FDE-RMS,442.FN340,2026-04-07,3.1,,1.48,1.61
5424,Vb-442.FN340-FNDE-RMS,442.FN340,2026-04-07,3.71,,2.67,3.1
5425,Vb-442.FN340-MDE-RMS,442.FN340,2026-04-07,2.72,,2.99,2.36
5426,Vb-442.FN340-MNDE-RMS,442.FN340,2026-04-07,2.88,,1.67,0.65
5427,Vb-442.FN345-FDE-RMS,442.FN345,2026-04-07,3.73,,4.5,2.92
5428,Vb-442.FN345-FNDE-RMS,442.FN345,2026-04-07,3.81,,6.88,4.5
5429,Vb-442.FN345-MDE-RMS,442.FN345,2026-04-07,4.73,,6.82,5.64
5430,Vb-442.FN345-MNDE-RMS,442.FN345,2026-04-07,3.57,,6.08,4.13
5431,Vb-442.FN350-FDE-RMS,442.FN350,2026-04-07,0.73,,0.56,0.85
5432,Vb-442.FN350-FNDE-RMS,442.FN350,2026-04-07,0.42,,0.85,0.88
5433,Vb-442.FN350-MDE-RMS,442.FN350,2026-04-07,0.48,,0.46,0.55
5434,Vb-442.FN350-MNDE-RMS,442.FN350,2026-04-07,0.3,,0.29,0.46
5435,Vb-462.CP525-CDE-RMS,462.CP525,2026-04-15,1.51,,1.34,1.19
5436,Vb-462.CP525-CNDE-RMS,462.CP525,2026-04-15,1.22,,3.97,4.6
5437,Vb-462.CP525-MDE-RMS,462.CP525,2026-04-15,1.97,,1.06,2.3
5438,Vb-462.CP525-MNDE-RMS,462.CP525,2026-04-15,1.31,,1.11,2.94
5439,Vb-743.CP110-CDE-RMS,743.CP110,2026-03-30,1.06,,1.08,1.32
5440,Vb-743.CP110-CNDE-RMS,743.CP110,2026-03-30,2.57,,1.32,1.84
5441,Vb-743.CP110-MDE-RMS,743.CP110,2026-03-30,1.61,,0.56,0.47
5442,Vb-743.CP110-MNDE-RMS,743.CP110,2026-03-30,1.9,,0.45,0.44
5443,Vb-743.CP111-CDE-RMS,743.CP111,2026-02-04,3.78,,2.79,3.15
5444,Vb-743.CP111-CNDE-RMS,743.CP111,2026-02-04,5.86,,9.7,3.31
5445,Vb-743.CP111-MDE-RMS,743.CP111,2026-02-04,2.88,,3.31,2.22
5446,Vb-743.CP111-MNDE-RMS,743.CP111,2026-02-04,3.11,,1.87,3.9
5447,Vb-743.CP112-CDE-RMS,743.CP112,2026-03-30,1.76,,1.28,1.21
5448,Vb-743.CP112-CNDE-RMS,743.CP112,2026-03-30,2.08,,1.67,2.01
5449,Vb-743.CP112-MDE-RMS,743.CP112,2026-03-30,1.2,,0.61,0.53
5450,Vb-743.CP112-MNDE-RMS,743.CP112,2026-03-30,1.35,,0.6,0.61
5451,Vb-744.CP112-CDE-RMS,744.CP112,2026-01-26,4.96,,2.75,3.37
5452,Vb-744.CP112-CNDE-RMS,744.CP112,2026-01-26,3.71,,5.38,5.16
5453,Vb-744.CP112-MDE-RMS,744.CP112,2026-01-26,2.76,,2.44,3.54
5454,Vb-744.CP112-MNDE-RMS,744.CP112,2026-01-26,3.02,,2.32,2.37
5455,Vb-743.CP113-CDE-RMS,743.CP113,2026-03-30,2.24,,1.89,1.86
5456,Vb-743.CP113-CNDE-RMS,743.CP113,2026-03-30,2.59,,3.19,3.7
5457,Vb-743.CP113-MDE-RMS,743.CP113,2026-03-30,1.77,,1.2,1.94
5458,Vb-743.CP113-MNDE-RMS,743.CP113,2026-03-30,1.59,,1.77,1.78
5459,Vb-744.CP113-CDE-RMS,744.CP113,2026-01-26,4.92,,2.65,5.34
5460,Vb-744.CP113-CNDE-RMS,744.CP113,2026-01-26,4.62,,5.96,8.85
5461,Vb-744.CP113-MDE-RMS,744.CP113,2026-01-26,4.22,,1.97,4.96
5462,Vb-744.CP113-MNDE-RMS,744.CP113,2026-01-26,3.94,,1.64,1.43
5463,,332.CP280,2026-03-31,0.64,,1.63,1.7
5464,,332.CP280,2026-03-31,1.32,,0.84,1.28
5465,,332.CP280,2026-03-31,1.72,,1.31,1.63
5466,,332.CP280,2026-03-31,1.36,,1.39,1.39
5467,Vb-332.CP281-CDE-RMS,332.CP281,2026-03-31,0.92,,1.75,1.22
5468,Vb-332.CP281-CNDE-RMS,332.CP281,2026-03-31,2.33,,2.14,3.11
5469,Vb-332.CP281-MDE-RMS,332.CP281,2026-03-31,0.94,,1.21,1.16
5470,Vb-332.CP281-MNDE-RMS,332.CP281,2026-03-31,0.98,,1.92,1.93
5471,Vb-462.CP530-CDE-RMS,462.CP530,2026-01-21,1.82,,0.95,0.76
5472,Vb-462.CP530-CNDE-RMS,462.CP530,2026-01-21,1.57,,4.51,4.2
5473,Vb-462.CP530-MDE-RMS,462.CP530,2026-01-21,3.26,,1.85,1.84
5474,Vb-462.CP530-MNDE-RMS,462.CP530,2026-01-21,1.6,,1.21,2.08
5475,,462.CP.535,2026-04-15,1.56,,1.32,0.81
5476,,462.CP.535,2026-04-15,1.06,,5.39,4.75
5477,,462.CP.535,2026-04-15,3.06,,1.09,1.4
5478,,462.CP.535,2026-04-15,2.13,,1.09,2.39
5479,Vb-332.FN400-FDE-RMS,332.FN400,2026-04-14,1.74,,2.33,0.92
5480,Vb-332.FN400-FNDE-RMS,332.FN400,2026-04-14,,,3.26,0.98
5481,Vb-332.FN400-MDE-RMS,332.FN400,2026-04-14,0.56,,0.72,1.1
5482,Vb-332.FN400-MNDE-RMS,332.FN400,2026-04-14,0.55,,0.8,0.89
5483,Vb-442.FN590-FDE-RMS,442.FN590,2026-04-07,0.25,,0.34,0.29
5484,Vb-442.FN590-FNDE-RMS,442.FN590,2026-04-07,0.21,,0.39,0.3
5485,Vb-442.FN590-MDE-RMS,442.FN590,2026-04-07,0.19,,0.31,0.28
5486,Vb-442.FN590-MNDE-RMS,442.FN590,2026-04-07,0.18,,0.29,0.23
5487,Vb-442.FN590-S1DE-RMS,442.FN590,2026-04-07,0.85,,0.98,0.58
5488,Vb-442.FN590-S1NDE-RMS,442.FN590,2026-04-07,0.78,,0.86,0.47
5489,Vb-442.FN590-S2DE-RMS,442.FN590,2026-04-07,0.44,,0.93,0.91
5490,Vb-442.FN590-S2NDE-RMS,442.FN590,2026-04-07,0.51,,0.67,0.72
5491,Vb-462.PP515-MDE-RMS,462.PP515,2026-04-15,0.77,,0.51,0.53
5492,Vb-462.PP515-MNDE-RMS,462.PP515,2026-04-15,0.25,,0.42,0.41
5493,Vb-462.PP515-PDE-RMS,462.PP515,2026-04-15,2.03,,2.76,2.36
5494,Vb-462.PP515-PNDE-RMS,462.PP515,2026-04-15,0.56,,1.38,1.05
5495,Vb-213.HC100-CRDE-RMS,213.HC100,2026-01-26,4.42,,8.46,1.57
5496,Vb-213.HC100-CRNDE-RMS,213.HC100,2026-01-26,2.56,,5.34,1.76
5497,Vb-213.HC100-MDE-RMS,213.HC100,2026-01-26,1.19,,1.41,1.58
5498,Vb-213.HC100-MNDE-RMS,213.HC100,2026-01-26,1.18,,0.64,1.12
5499,Vb-332.FN110-FDE-RMS,332.FN110,2026-04-01,1.09,,3.55,1.08
5500,Vb-332.FN110-FNDE-RMS,332.FN110,2026-04-01,2.09,,3.7,0.79
5501,Vb-332.FN110-MDE-RMS,332.FN110,2026-04-01,0.36,,1.82,1.04
5502,Vb-332.FN110-MNDE-RMS,332.FN110,2026-04-01,0.29,,1.73,1.31
5503,Vb-432.MD140-MDE-RMS,432.MD140,2026-03-31,0.59,,0.39,0.34
5504,Vb-432.MD140-MNDE-RMS,432.MD140,2026-03-31,0.5,,0.4,0.22
5505,Vb-432.MD140-S1DE-RMS,432.MD140,2026-03-31,0.72,,0.41,0.46
5506,Vb-432.MD140-S1NDE-RMS,432.MD140,2026-03-31,0.79,,0.36,0.5
5507,Vb-432.MD140-S2DE-RMS,432.MD140,2026-03-31,0.87,,0.51,0.42
5508,Vb-432.MD140-S2NDE-RMS,432.MD140,2026-03-31,0.96,,0.45,0.58
5509,Vb-432.MD140-S3DE-RMS,432.MD140,2026-03-31,0.8,,0.49,0.42
5510,Vb-432.MD140-S3NDE-RMS,432.MD140,2026-03-31,1.01,,0.42,0.53
5511,Vb-432.MD140-S4DE-RMS,432.MD140,2026-03-31,1.75,,0.88,0.61
5512,Vb-432.MD140-S4NDE-RMS,432.MD140,2026-03-31,1.1,,0.57,0.51
5513,Vb-432.MD160-MDE-RMS,432.MD160,2026-03-31,0.55,,0.47,0.4
5514,Vb-432.MD160-MNDE-RMS,432.MD160,2026-03-31,0.68,,0.38,0.21
5515,Vb-432.MD160-S1DE-RMS,432.MD160,2026-03-31,0.7,,0.49,0.55
5516,Vb-432.MD160-S1NDE-RMS,432.MD160,2026-03-31,0.59,,0.37,0.59
5517,Vb-432.MD160-S2DE-RMS,432.MD160,2026-03-31,0.81,,0.65,0.44
5518,Vb-432.MD160-S2NDE-RMS,432.MD160,2026-03-31,0.88,,0.7,0.59
5519,Vb-432.MD160-S3DE-RMS,432.MD160,2026-03-31,0.76,,0.5,0.38
5520,Vb-432.MD160-S3NDE-RMS,432.MD160,2026-03-31,1.02,,0.7,0.59
5521,Vb-432.MD160-S4DE-RMS,432.MD160,2026-03-31,1.26,,0.61,0.43
5522,Vb-432.MD160-S4NDE-RMS,432.MD160,2026-03-31,1.18,,0.52,0.32
5523,Vb-432.FN171-FDE-RMS,432.FN171,2026-03-31,1.54,,2.5,0.87
5524,Vb-432.FN171-FNDE-RMS,432.FN171,2026-03-31,1.61,,2.55,0.98
5525,Vb-432.FN171-MDE-RMS,432.FN171,2026-03-31,1.54,,3.07,2.32
5526,Vb-432.FN171-MNDE-RMS,432.FN171,2026-03-31,1.17,,2,1.26
5527,Vb-432.FN176-FDE-RMS,432.FN176,2026-04-07,0.51,,0.87,0.49
5528,Vb-432.FN176-FNDE-RMS,432.FN176,2026-04-07,0.74,,1.18,1.03
5529,Vb-432.FN176-MDE-RMS,432.FN176,2026-04-07,0.66,,1.17,1.12
5530,Vb-432.FN176-MNDE-RMS,432.FN176,2026-04-07,0.46,,0.6,0.54
5531,Vb-462.FN400-FDE-RMS,462.FN400,2026-04-14,1.16,,,
5532,Vb-462.FN400-FDE-RMS,462.FN400,2026-04-15,,,1.86,1.02
5533,Vb-462.FN400-FNDE-RMS,462.FN400,2026-04-15,1.1,,1.56,1.09
5534,Vb-462.FN400-MDE-RMS,462.FN400,2026-04-15,0.4,,0.65,0.41
5535,Vb-462.FN400-MNDE-RMS,462.FN400,2026-04-15,0.37,,0.84,0.29
5536,Vb-432.FN560-MDE-RMS,432.FN560,2026-03-31,1.08,,2.87,1.51
5537,Vb-432.FN560-MNDE-RMS,432.FN560,2026-03-31,1.09,,1.18,2.5
5538,,442.WI001,2026-03-31,3.36,,7.11,5.34
5539,,442.WI001,2026-03-31,12.6,,2.58,1.84
5540,,762.WI210,2026-04-08,6.09,,2.26,2.62
5541,,762.WI210,2026-04-08,4.89,,2,6.25
5542,,442.WI002,2026-03-31,1.43,,1.46,1.1
5543,,442.WI002,2026-03-31,1.81,,4.91,0.94
5544,,762.WI211,2026-04-08,4.1,,2.99,3.6
5545,,762.WI211,2026-04-08,2.65,,2.58,3
5546,,442.WI003,2026-03-16,1.8,,1.42,1.43
5547,,442.WI003,2026-03-16,1.34,,1.49,2.88
5548,,762.WI212,2026-04-08,6.49,,1.96,3.64
5549,,762.WI212,2026-04-08,2.56,,1.32,3.26
5550,,442.WI004,2026-03-31,1.43,,3.56,3.44
5551,,442.WI004,2026-03-31,2.29,,6.3,1.64
5552,,762.WI213,2026-01-27,3.07,,3.95,3.23
5553,,762.WI213,2026-01-27,3.17,,5.39,3.79
5554,,442.WI005,2026-03-31,1.21,,1.41,1.24
5555,,442.WI005,2026-03-31,1.37,,1.63,0.97
5556,,762.WI214,2026-04-08,8.56,,8.9,2.01
5557,,762.WI214,2026-04-08,8.06,,3.47,2.97
5558,,762.WI216,2026-04-08,5.01,,3.55,3.46
5559,,762.WI216,2026-04-08,5.9,,3.07,6.81
5560,Vb-452.FN010-FDE-RMS,452.FN010,2026-03-31,0.21,,0.31,0.4
5561,Vb-452.FN010-FNDE-RMS,452.FN010,2026-03-31,0.34,,0.52,0.36
5562,Vb-452.FN010-MDE-RMS,452.FN010,2026-03-31,0.17,,0.43,0.4
5563,Vb-452.FN010-MNDE-RMS,452.FN010,2026-03-31,0.18,,0.24,0.16
5564,Vb-322.MD140-GBHSS0,322.MD140,2026-04-14,,1.33,,
5565,Vb-322.MD140-GBHSS1,322.MD140,2026-04-14,,0.88,,
5566,Vb-322.MD140-GBHSS6,322.MD140,2026-04-14,,1.78,,
5567,Vb-322.MD140-MDE-RMS,322.MD140,2026-04-14,0.88,,2.38,2.34
5568,Vb-322.MD140-MNDE-RMS,322.MD140,2026-04-14,0.86,,1.27,1.15
5569,Vb-322.MD140-RG2,322.MD140,2026-04-14,,1.45,,
5570,Vb-322.MD140-RG3,322.MD140,2026-04-14,,1.22,,
5571,Vb-322.MD140-RG4,322.MD140,2026-04-14,,1.59,,
5572,Vb-322.MD140-RG5,322.MD140,2026-04-14,,1.76,,
5573,Vb-322.FN400-FDE-RMS,322.FN400,2026-04-14,1.48,,0.69,0.49
5574,Vb-322.FN400-FNDE-RMS,322.FN400,2026-04-14,1.58,,0.75,0.58
5575,Vb-322.FN400-MDE-RMS,322.FN400,2026-04-14,0.18,,1.14,1
5576,Vb-322.FN400-MNDE-RMS,322.FN400,2026-04-14,0.27,,0.99,0.56
5577,,322.MD152,2026-04-14,15.8,,15,8.89
5578,,322.MD152,2026-04-14,15.77,,8.75,5.2
5579,,322.MD152,2026-04-14,19.37,,13.31,6.7
5580,,322.MD152,2026-04-14,17.56,,21.15,4.48
5581,,322.MD152,2026-04-14,9.29,,13.23,7.59
5582,,322.MD152,2026-04-14,10.64,,15.34,3.63
5583,Vb-322.FN125-FDE-RMS,322.FN125,2026-04-14,8.93,,6.27,8.94
5584,Vb-322.FN125-FNDE-RMS,322.FN125,2026-04-14,7.16,,17.67,7.35
5585,Vb-322.FN125-MDE-RMS,322.FN125,2026-04-14,,,8.11,5.8
5586,Vb-322.FN125-MNDE-RMS,322.FN125,2026-04-14,6.17,,14.4,8.66
5587,Vb-531.FN242-FNDE-RMS,531.FN242,2026-04-23,13.25,,3.537,5.431
5588,,531.FN242,2026-04-23,10.81,,7.955,8.103
5589,Vb-531.FN242-MNDE-RMS,531.FN242,2026-04-23,8.431,,3.572,6.594
5590,Vb-531.FN242-MDE-RMS,531.FN242,2026-04-23,7.838,,4.48,7.992
5591,Vb-531.FN530-FDE-RMS,531.FN530,2026-04-23,2.53,,1.27,1.157
5592,Vb-531.FN530-FNDE-RMS,531.FN530,2026-04-23,1.676,,1.507,1.43
5593,Vb-531.FN530-MNDE-RMS,531.FN530,2026-04-23,1.401,,1.57,1.213
5594,Vb-531.FN530-MDE-RMS,531.FN530,2026-04-23,2.263,,2.018,1.816
5595,Vb-531.MD140-S1DE-RMS,531.MD140,2026-04-27,6.51,,4.096,4.356
5596,Vb-531.MD140-S1NDE-RMS,531.MD140,2026-04-27,5.264,,1.989,2.599
5597,Vb-531.MD140-S2DE-RMS,531.MD140,2026-04-27,2.766,,3.575,2.625
5598,Vb-531.MD140-S2NDE-RMS,531.MD140,2026-04-27,1.86,,1.964,2.333
5599,Vb-531.MD140-S3DE-RMS,531.MD140,2026-04-27,2.646,,2.932,2.449
5600,Vb-531.MD140-S3NDE-RMS,531.MD140,2026-04-27,3.882,,3.007,1.624
5601,Vb-531.MD140-S4DE-RMS,531.MD140,2026-04-27,2.098,,3.687,2.335
5602,Vb-531.MD140-S4NDE-RMS,531.MD140,2026-04-27,1.778,,1.941,2.03
5603,Vb-531.MD140-MNDE-RMS,531.MD140,2026-04-27,1.462,,0.823,0.696
5604,Vb-531.MD140-MDE-RMS,531.MD140,2026-04-27,3.228,,1.416,0.633
5605,Vb-531.FN380-FDE-RMS,531.FN380,2026-04-23,10.76,,1.607,1.839
5606,Vb-531.FN380-FNDE-RMS,531.FN380,2026-04-23,3.641,,0.705,1.659
5607,Vb-531.FN380-MNDE-RMS,531.FN380,2026-04-23,0.822,,0.729,0.467
5608,Vb-531.FN380-MDE-RMS,531.FN380,2026-04-23,1.097,,1.369,0.66
5609,Vb-531.MD302-S1DE-RMS,531.MD302,2026-04-23,0.643,,1.471,0.585
5610,Vb-531.MD302-S1NDE-RMS,531.MD302,2026-04-23,0.707,,0.578,0.883
5611,Vb-531.MD302-S2DE-RMS,531.MD302,2026-04-23,0.633,,0.926,0.624
5612,Vb-531.MD302-S2NDE-RMS,531.MD302,2026-04-23,0.611,,1.139,0.709
5613,Vb-531.MD302-MNDE-RMS,531.MD302,2026-04-23,0.664,,2.006,1.069
5614,Vb-531.MD302-MDE-RMS,531.MD302,2026-04-23,0.792,,1.082,0.644
5615,,532.BE220,2026-04-23,3.978,,8.631,3.873
5616,,532.BE220,2026-04-23,2.65,,8.794,4.033
5617,,532.BE220,2026-04-23,5.916,,3.924,6.146
5618,,532.BE220,2026-04-23,7.378,,2.868,4.664
5619,,532.BE220,2026-04-23,3.215,,4.221,4.629
5620,Vb-532.BE220-MNDE-RMS,532.BE220,2026-04-23,9.814,,6.166,16.34
5621,Vb-532.BE220-MDE-RMS,532.BE220,2026-04-23,8.63,,7.287,12.21
5622,Vb-532.FN242-FNDE-RMS,532.FN242,2026-03-17,10.93,,7.301,8.882
5623,,532.FN242,2026-03-17,12.1,,9.381,8.589
5624,Vb-532.FN242-MNDE-RMS,532.FN242,2026-03-17,10.75,,8.237,9.65
5625,Vb-532.FN242-MDE-RMS,532.FN242,2026-03-17,13.2,,8.579,10.69
5626,Vb-532.FN380-FDE-RMS,532.FN380,2026-04-27,1.882,,0.596,0.356
5627,Vb-532.FN380-FNDE-RMS,532.FN380,2026-04-27,1.882,,0.948,0.979
5628,Vb-532.FN380-MNDE-RMS,532.FN380,2026-04-27,0.827,,0.607,0.929
5629,Vb-532.FN380-MDE-RMS,532.FN380,2026-04-27,0.646,,0.56,0.608
5630,Vb-532.FN530-FDE-RMS,532.FN530,2026-04-23,3.594,,3.284,1.561
5631,Vb-532.FN530-FNDE-RMS,532.FN530,2026-04-23,3.745,,3.199,3.1
5632,Vb-532.FN530-MNDE-RMS,532.FN530,2026-04-23,1.84,,2.079,2.842
5633,Vb-532.FN530-MDE-RMS,532.FN530,2026-04-23,3.385,,3.61,3.253
5634,Vb-532.MD140-S1DE-RMS,532.MD140,2026-04-23,8.714,,9.064,11.22
5635,Vb-532.MD140-S1NDE-RMS,532.MD140,2026-04-23,6.685,,8.921,8.096
5636,Vb-532.MD140-S2DE-RMS,532.MD140,2026-04-23,5.686,,5.019,4.797
5637,Vb-532.MD140-S2NDE-RMS,532.MD140,2026-04-23,4.41,,3.726,4.075
5638,Vb-532.MD140-S3DE-RMS,532.MD140,2026-04-23,5.612,,4.623,4.892
5639,Vb-532.MD140-S3NDE-RMS,532.MD140,2026-04-23,5.814,,3.746,3.406
5640,Vb-532.MD140-S4DE-RMS,532.MD140,2026-04-23,5.826,,5.502,5.057
5641,Vb-532.MD140-S4NDE-RMS,532.MD140,2026-04-23,4.135,,4.156,5.255
5642,Vb-532.MD140-MNDE-RMS,532.MD140,2026-04-23,1.114,,1.331,0.81
5643,Vb-532.MD140-MDE-RMS,532.MD140,2026-04-23,1.799,,2.227,1.429
5644,Vb-532.MD302-S1DE-RMS,532.MD302,2026-04-23,0.784,,1.769,1.072
